DATE,TITLE,REVIEW,RATING,USERNAME,HELPFUL_VOTES,REVIEW_LENGTH,PLATFORM,LANGUAGE,LOCATION,VERSION,VERIFIED_PURCHASE,CLEAN_REVIEW,SENTIMENT
2025-03-09,review title 390,"Waste of time, does not meet expectations.",1,user390,57,7,amazon,ja,usa,5.0.3,Yes,waste time meet expectation,Negative
2025-03-09,review title 391,"Terrible experience, needs major improvements.",1,user391,26,5,amazon,ar,germany,4.2.1,Yes,terrible experience need major improvement,Negative
2025-03-09,review title 392,"Very disappointing experience, the app crashes often.",2,user392,85,7,amazon,pt,kenya,1.2.3,Yes,disappointing experience app crash often,Negative
2025-03-09,review title 393,"Very disappointing experience, the app crashes often.",1,user393,200,7,app store,fr,qatar,5.0.3,Yes,disappointing experience app crash often,Negative
2025-03-09,review title 394,Poor performance and not user-friendly.,2,user394,163,5,flipkart,ja,italy,5.0.3,Yes,poor performance userfriendly,Negative
2024-02-03,review title 395,The app is okay and does its job reasonably well.,3,user395,195,10,amazon,hi,germany,3.5.6,Yes,app okay job reasonably well,Neutral
2024-01-01,review title 396,"Waste of time, does not meet expectations.",2,user396,93,7,website,de,uk,3.5.6,Yes,waste time meet expectation,Negative
2024-06-04,review title 397,"Terrible experience, needs major improvements.",1,user397,83,5,flipkart,ja,qatar,5.0.3,Yes,terrible experience need major improvement,Negative
2024-01-04,review title 398,"Very disappointing experience, the app crashes often.",2,user398,197,7,flipkart,pt,nepal,1.2.3,Yes,disappointing experience app crash often,Negative
2024-01-04,review title 399,"Waste of time, does not meet expectations.",1,user399,36,7,amazon,de,poland,5.0.3,Yes,waste time meet expectation,Negative
2024-01-04,review title 400,Very reliable and worth using regularly.,4,user400,6,6,flipkart,ja,italy,2.1.4,Yes,reliable worth using regularly,Positive
2024-01-04,review title 401,"Terrible experience, needs major improvements.",1,user401,20,5,website,fr,usa,4.2.1,No,terrible experience need major improvement,Negative
2024-01-04,review title 402,Very reliable and worth using regularly.,4,user402,90,6,google play,zh,france,2.1.4,No,reliable worth using regularly,Positive
2024-05-06,review title 403,"Very disappointing experience, the app crashes often.",2,user403,30,7,flipkart,fr,germany,3.5.6,Yes,disappointing experience app crash often,Negative
2024-05-06,review title 404,"Waste of time, does not meet expectations.",1,user404,114,7,flipkart,de,france,3.5.6,Yes,waste time meet expectation,Negative
2024-05-06,review title 405,"Not satisfied, many bugs and issues.",1,user405,39,6,google play,zh,usa,4.2.1,Yes,satisfied many bug issue,Negative
2024-05-06,review title 406,"Excellent app, very easy to use and extremely helpful.",5,user406,184,9,app store,pt,uk,5.0.3,Yes,excellent app easy use extremely helpful,Positive
2024-05-06,review title 407,"Terrible experience, needs major improvements.",2,user407,110,5,app store,zh,usa,3.5.6,Yes,terrible experience need major improvement,Negative
2025-02-05,review title 408,"Excellent app, very easy to use and extremely helpful.",4,user408,56,9,app store,ja,italy,4.2.1,No,excellent app easy use extremely helpful,Positive
2024-07-09,review title 409,"Great experience, smooth performance and useful features.",5,user409,90,7,amazon,fr,nepal,1.2.3,Yes,great experience smooth performance useful feature,Positive
2025-04-01,review title 410,Works fine but there is room for improvement.,3,user410,134,8,app store,hi,uk,4.2.1,No,work fine room improvement,Neutral
2025-04-01,review title 411,Poor performance and not user-friendly.,2,user411,107,5,flipkart,ar,uk,2.1.4,Yes,poor performance userfriendly,Negative
2025-04-01,review title 412,The app is okay and does its job reasonably well.,3,user412,185,10,amazon,hi,poland,2.1.4,Yes,app okay job reasonably well,Neutral
2025-04-01,review title 413,The app is okay and does its job reasonably well.,3,user413,80,10,flipkart,pt,kenya,1.2.3,Yes,app okay job reasonably well,Neutral
2024-06-02,review title 414,"Highly satisfied, the app works exactly as expected.",5,user414,154,8,amazon,ar,poland,3.5.6,Yes,highly satisfied app work exactly expected,Positive
2024-06-02,review title 415,Amazing quality and user-friendly interface.,4,user415,78,5,amazon,ja,poland,3.5.6,No,amazing quality userfriendly interface,Positive
2024-06-02,review title 416,"Not satisfied, many bugs and issues.",1,user416,180,6,google play,en,usa,1.2.3,Yes,satisfied many bug issue,Negative
2024-06-02,review title 417,"Great experience, smooth performance and useful features.",5,user417,118,7,flipkart,ja,poland,5.0.3,Yes,great experience smooth performance useful feature,Positive
2024-06-02,review title 418,Poor performance and not user-friendly.,2,user418,86,5,flipkart,ar,usa,5.0.3,No,poor performance userfriendly,Negative
2024-03-01,review title 419,"Very disappointing experience, the app crashes often.",2,user419,130,7,amazon,pt,kenya,5.0.3,No,disappointing experience app crash often,Negative
2024-03-01,review title 420,"Very disappointing experience, the app crashes often.",1,user420,124,7,flipkart,es,france,5.0.3,No,disappointing experience app crash often,Negative
2024-03-05,review title 421,"Great experience, smooth performance and useful features.",4,user421,29,7,flipkart,es,nepal,3.5.6,Yes,great experience smooth performance useful feature,Positive
2024-07-06,review title 422,"Waste of time, does not meet expectations.",1,user422,9,7,amazon,de,kenya,4.2.1,Yes,waste time meet expectation,Negative
2024-07-06,review title 423,Poor performance and not user-friendly.,2,user423,130,5,app store,de,uk,5.0.3,No,poor performance userfriendly,Negative
2024-07-06,review title 424,Very reliable and worth using regularly.,5,user424,7,6,flipkart,de,nepal,1.2.3,No,reliable worth using regularly,Positive
2024-07-06,review title 425,The app is okay and does its job reasonably well.,3,user425,43,10,website,ja,usa,3.5.6,Yes,app okay job reasonably well,Neutral
2024-07-06,review title 426,"Waste of time, does not meet expectations.",2,user426,60,7,flipkart,en,poland,4.2.1,Yes,waste time meet expectation,Negative
2024-03-07,review title 427,"Waste of time, does not meet expectations.",2,user427,183,7,amazon,en,france,4.2.1,Yes,waste time meet expectation,Negative
2024-03-07,review title 428,"Decent app, neither too good nor too bad.",3,user428,69,8,google play,ja,nepal,4.2.1,No,decent app neither good bad,Neutral
2025-01-05,review title 429,"Waste of time, does not meet expectations.",2,user429,2,7,app store,de,nepal,5.0.3,No,waste time meet expectation,Negative
2025-01-05,review title 430,Works fine but there is room for improvement.,3,user430,166,8,app store,es,france,5.0.3,No,work fine room improvement,Neutral
2025-01-05,review title 431,"Great experience, smooth performance and useful features.",5,user431,164,7,app store,fr,usa,1.2.3,No,great experience smooth performance useful feature,Positive
2025-01-05,review title 432,"Very disappointing experience, the app crashes often.",1,user432,180,7,google play,pt,qatar,3.5.6,No,disappointing experience app crash often,Negative
2025-01-05,review title 433,"Great experience, smooth performance and useful features.",5,user433,118,7,amazon,pt,kenya,3.5.6,Yes,great experience smooth performance useful feature,Positive
2025-02-02,review title 434,"Very disappointing experience, the app crashes often.",1,user434,81,7,flipkart,de,usa,4.2.1,Yes,disappointing experience app crash often,Negative
2025-01-05,review title 435,"Excellent app, very easy to use and extremely helpful.",4,user435,188,9,website,de,kenya,1.2.3,Yes,excellent app easy use extremely helpful,Positive
2025-01-09,review title 436,Very reliable and worth using regularly.,5,user436,138,6,flipkart,ar,germany,5.0.3,No,reliable worth using regularly,Positive
2025-01-09,review title 437,"Waste of time, does not meet expectations.",1,user437,65,7,website,de,qatar,1.2.3,No,waste time meet expectation,Negative
2025-04-06,review title 438,"Decent app, neither too good nor too bad.",3,user438,192,8,website,de,uk,1.2.3,No,decent app neither good bad,Neutral
2025-04-06,review title 439,"Not bad, but updates are needed for better performance.",3,user439,42,9,app store,en,india,3.5.6,No,bad update needed better performance,Neutral
2025-04-06,review title 440,"Highly satisfied, the app works exactly as expected.",5,user440,84,8,app store,de,uk,3.5.6,Yes,highly satisfied app work exactly expected,Positive
2025-04-06,review title 441,"Not bad, but updates are needed for better performance.",3,user441,74,9,flipkart,zh,qatar,4.2.1,No,bad update needed better performance,Neutral
2025-04-06,review title 442,Works fine but there is room for improvement.,3,user442,150,8,amazon,hi,nepal,3.5.6,No,work fine room improvement,Neutral
2025-04-06,review title 443,"Highly satisfied, the app works exactly as expected.",4,user443,100,8,amazon,pt,uk,2.1.4,Yes,highly satisfied app work exactly expected,Positive
2025-04-06,review title 444,"Not bad, but updates are needed for better performance.",3,user444,65,9,amazon,en,france,1.2.3,Yes,bad update needed better performance,Neutral
2024-09-04,review title 445,"Not bad, but updates are needed for better performance.",3,user445,55,9,app store,ja,kenya,1.2.3,Yes,bad update needed better performance,Neutral
2024-09-04,review title 446,"Highly satisfied, the app works exactly as expected.",4,user446,88,8,flipkart,ar,uk,2.1.4,Yes,highly satisfied app work exactly expected,Positive
2024-09-04,review title 447,Works fine but there is room for improvement.,3,user447,132,8,website,de,nepal,3.5.6,Yes,work fine room improvement,Neutral
2024-09-04,review title 448,Poor performance and not user-friendly.,2,user448,183,5,app store,pt,kenya,1.2.3,Yes,poor performance userfriendly,Negative
2024-09-05,review title 449,"Not satisfied, many bugs and issues.",2,user449,120,6,flipkart,en,italy,4.2.1,No,satisfied many bug issue,Negative
2024-09-05,review title 450,"Not satisfied, many bugs and issues.",1,user450,66,6,website,pt,poland,3.5.6,Yes,satisfied many bug issue,Negative
2024-09-05,review title 451,"Not satisfied, many bugs and issues.",2,user451,99,6,website,zh,france,4.2.1,No,satisfied many bug issue,Negative
2024-09-05,review title 452,"Not satisfied, many bugs and issues.",1,user452,50,6,google play,pt,nepal,4.2.1,Yes,satisfied many bug issue,Negative
2024-09-05,review title 453,Poor performance and not user-friendly.,1,user453,136,5,website,zh,france,3.5.6,No,poor performance userfriendly,Negative
2024-03-06,review title 454,The app is okay and does its job reasonably well.,3,user454,82,10,app store,ja,france,4.2.1,No,app okay job reasonably well,Neutral
2024-03-06,review title 455,"Highly satisfied, the app works exactly as expected.",4,user455,38,8,amazon,fr,india,2.1.4,No,highly satisfied app work exactly expected,Positive
2024-03-06,review title 456,Poor performance and not user-friendly.,2,user456,110,5,website,ar,france,2.1.4,No,poor performance userfriendly,Negative
2024-03-06,review title 457,"Great experience, smooth performance and useful features.",4,user457,74,7,app store,pt,france,4.2.1,No,great experience smooth performance useful feature,Positive
2024-03-06,review title 458,Amazing quality and user-friendly interface.,4,user458,195,5,app store,fr,qatar,2.1.4,No,amazing quality userfriendly interface,Positive
2024-03-07,review title 459,"Waste of time, does not meet expectations.",2,user459,78,7,google play,pt,qatar,5.0.3,Yes,waste time meet expectation,Negative
2024-03-07,review title 460,"Great experience, smooth performance and useful features.",5,user460,104,7,google play,ar,uk,4.2.1,Yes,great experience smooth performance useful feature,Positive
2024-07-07,review title 461,"Very disappointing experience, the app crashes often.",1,user461,151,7,website,pt,usa,1.2.3,No,disappointing experience app crash often,Negative
2024-07-07,review title 462,"Not satisfied, many bugs and issues.",1,user462,6,6,flipkart,ja,poland,1.2.3,Yes,satisfied many bug issue,Negative
2024-07-07,review title 463,"Not bad, but updates are needed for better performance.",3,user463,8,9,amazon,fr,qatar,2.1.4,No,bad update needed better performance,Neutral
2024-07-07,review title 464,"Waste of time, does not meet expectations.",1,user464,146,7,website,pt,poland,4.2.1,Yes,waste time meet expectation,Negative
2024-07-07,review title 465,"Waste of time, does not meet expectations.",2,user465,13,7,website,fr,italy,2.1.4,No,waste time meet expectation,Negative
2024-07-07,review title 466,"Waste of time, does not meet expectations.",1,user466,88,7,flipkart,fr,qatar,2.1.4,No,waste time meet expectation,Negative
2024-08-09,review title 467,Amazing quality and user-friendly interface.,4,user467,108,5,website,en,germany,4.2.1,Yes,amazing quality userfriendly interface,Positive
2024-08-09,review title 468,"Highly satisfied, the app works exactly as expected.",4,user468,1,8,amazon,en,nepal,1.2.3,Yes,highly satisfied app work exactly expected,Positive
2024-08-09,review title 469,"Not satisfied, many bugs and issues.",1,user469,146,6,google play,zh,germany,2.1.4,No,satisfied many bug issue,Negative
2024-03-03,review title 470,"Terrible experience, needs major improvements.",1,user470,106,5,google play,en,india,1.2.3,Yes,terrible experience need major improvement,Negative
2025-02-05,review title 471,"Very disappointing experience, the app crashes often.",2,user471,35,7,flipkart,zh,kenya,2.1.4,No,disappointing experience app crash often,Negative
2025-02-05,review title 472,"Terrible experience, needs major improvements.",2,user472,10,5,app store,en,india,4.2.1,No,terrible experience need major improvement,Negative
2024-07-09,review title 473,"Average experience, some features could be improved.",3,user473,106,7,amazon,en,india,5.0.3,Yes,average experience feature could improved,Neutral
2024-07-09,review title 474,"Highly satisfied, the app works exactly as expected.",4,user474,135,8,website,fr,usa,4.2.1,Yes,highly satisfied app work exactly expected,Positive
2024-07-09,review title 475,"Excellent app, very easy to use and extremely helpful.",4,user475,76,9,amazon,de,germany,1.2.3,No,excellent app easy use extremely helpful,Positive
2025-05-08,review title 476,The app is okay and does its job reasonably well.,3,user476,106,10,website,de,qatar,2.1.4,No,app okay job reasonably well,Neutral
2025-05-08,review title 477,"Highly satisfied, the app works exactly as expected.",5,user477,196,8,website,ar,germany,1.2.3,No,highly satisfied app work exactly expected,Positive
2025-03-06,review title 478,"Highly satisfied, the app works exactly as expected.",5,user478,58,8,google play,zh,india,5.0.3,No,highly satisfied app work exactly expected,Positive
2025-03-06,review title 479,Amazing quality and user-friendly interface.,5,user479,3,5,flipkart,hi,uk,4.2.1,No,amazing quality userfriendly interface,Positive
2025-03-06,review title 480,Works fine but there is room for improvement.,3,user480,142,8,amazon,ja,kenya,5.0.3,Yes,work fine room improvement,Neutral
2025-03-06,review title 481,"Not satisfied, many bugs and issues.",1,user481,105,6,website,hi,poland,4.2.1,Yes,satisfied many bug issue,Negative
2025-03-06,review title 482,"Waste of time, does not meet expectations.",1,user482,144,7,flipkart,en,germany,4.2.1,Yes,waste time meet expectation,Negative
2024-01-04,review title 483,Very reliable and worth using regularly.,4,user483,157,6,website,de,india,4.2.1,No,reliable worth using regularly,Positive
2024-01-04,review title 484,"Not satisfied, many bugs and issues.",2,user484,80,6,app store,hi,nepal,3.5.6,Yes,satisfied many bug issue,Negative
2024-01-04,review title 485,"Average experience, some features could be improved.",3,user485,29,7,google play,ja,italy,4.2.1,Yes,average experience feature could improved,Neutral
2024-01-04,review title 486,Works fine but there is room for improvement.,3,user486,121,8,website,zh,italy,5.0.3,Yes,work fine room improvement,Neutral
2024-01-04,review title 487,"Great experience, smooth performance and useful features.",5,user487,171,7,amazon,ar,poland,1.2.3,Yes,great experience smooth performance useful feature,Positive
2024-01-04,review title 488,"Decent app, neither too good nor too bad.",3,user488,28,8,flipkart,hi,qatar,4.2.1,No,decent app neither good bad,Neutral
2024-01-04,review title 489,"Highly satisfied, the app works exactly as expected.",4,user489,123,8,website,zh,italy,4.2.1,No,highly satisfied app work exactly expected,Positive
2024-04-04,review title 490,"Great experience, smooth performance and useful features.",4,user490,101,7,app store,zh,qatar,4.2.1,No,great experience smooth performance useful feature,Positive
2024-04-04,review title 491,"Terrible experience, needs major improvements.",1,user491,12,5,flipkart,en,qatar,4.2.1,Yes,terrible experience need major improvement,Negative
2024-07-05,review title 492,The app is okay and does its job reasonably well.,3,user492,84,10,app store,zh,germany,3.5.6,No,app okay job reasonably well,Neutral
2024-07-05,review title 493,"Excellent app, very easy to use and extremely helpful.",4,user493,183,9,flipkart,ja,qatar,4.2.1,No,excellent app easy use extremely helpful,Positive
2024-07-05,review title 494,"Terrible experience, needs major improvements.",1,user494,50,5,google play,zh,india,4.2.1,Yes,terrible experience need major improvement,Negative
2024-07-05,review title 495,Very reliable and worth using regularly.,4,user495,26,6,app store,ja,qatar,5.0.3,Yes,reliable worth using regularly,Positive
2024-07-05,review title 496,"Waste of time, does not meet expectations.",2,user496,81,7,flipkart,ja,qatar,1.2.3,No,waste time meet expectation,Negative
2024-09-08,review title 497,"Great experience, smooth performance and useful features.",5,user497,48,7,google play,fr,nepal,2.1.4,No,great experience smooth performance useful feature,Positive
2024-09-08,review title 498,"Terrible experience, needs major improvements.",2,user498,16,5,google play,de,poland,2.1.4,Yes,terrible experience need major improvement,Negative
2024-09-08,review title 499,"Highly satisfied, the app works exactly as expected.",4,user499,68,8,google play,zh,nepal,1.2.3,Yes,highly satisfied app work exactly expected,Positive
2024-09-08,review title 500,Poor performance and not user-friendly.,1,user500,31,5,google play,ja,uk,3.5.6,Yes,poor performance userfriendly,Negative
